24485,* MOFid-v1.NA.NAno_mof;24485,NA.MISSING_LINKERS.MOFkey-v1
24795,N=CC=N.[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24795,Zn.FDFGHPKPHFUHBP.KYMVBVBRCRFHIE.TXXHDPDFNKHHGW.MOFkey-v1.pcu
24796,FN=CC(=NF)F.Fc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1F.[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F.[Zn][Zn] MOFid-v1.pcu.cat0;24796,Zn.GZVNYYZUVJLNFB.NXJFUKGNFQXWNS.QYMMSSORRHZDBF.MOFkey-v1.pcu
24797,FC(=NF)C=N.[O-]C(=O)C=CC=C(C(=O)[O-])F.[O-]C(=O)c1c2C=[C][C]=Cc2c(c2=C[C]=[C]C=c12)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24797,Zn.OKDRKODBAUEHFL.OMOYXGWQQCUILM.PTYIDKBTGREHJW.MOFkey-v1.pcu
24798,FN=CC(=N)F.Fc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1F.[O-]C(=O)C=CC(=CC(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat0;24798,Zn.JEZLWMJEAXUSBA.NXJFUKGNFQXWNS.OZSAECPLLVFZIE.MOFkey-v1.pcu
24799,FC1=C(F)c2c(C=[C]1)c(C(=O)[O-])c1=C(F)[C]=CC=c1c2C(=O)[O-].FN=C(C(=N)F)F.[O-]C(=O)C=C(C(=C(C(=O)[O-])F)F)F.[Zn][Zn] MOFid-v1.pcu.cat0;24799,Zn.CZCZJBWJRWEEDF.KHPHSYFMJZPLTH.QWNBCASECAJUST.MOFkey-v1.pcu
248,[O-]C(=O)C1=C(Cl)C=C([C]=C1)C1=[C]C(=C(C=[C]1)C(=O)[O-])Cl.[O-]C(=O)C1=CC=C([C]=C1)C1=[C]C(=C(C(=[C]1)Cl)C(=O)[O-])Cl.[O-]C(=O)C1=C[C]=C([C]=C1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;248,Zn.MNWWWVFUBLTRLK.RFKUISMCSVGXPV.UCUFMFYOKKCJDQ.MOFkey-v1.pcu
2480,Nc1cc(ccc1C#Cc1ccc(c(c1N)N)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(N)c(c(c1)N)c1c(N)c(N)c(c(c1N)N)c1cc(N)c(c(c1N)N)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)N)c1c(N)cc(c(c1N)N)c1cc(N)c(cc1N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;2480,Zn.HMCZWHZBUXOFRR.JAWYKKNOUDZBKQ.SDGOMXLSYAZDRA.MOFkey-v1.pcu
24800,FN=CC(=N)F.[O-]C(=O)C=CC(=CC(=O)[O-])F.[O-]C(=O)c1c2C=[C][C]=Cc2c(c2=C([C]=[C]C=c12)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24800,Zn.JEZLWMJEAXUSBA.OJVACLQPZPMRKC.OZSAECPLLVFZIE.MOFkey-v1.pcu
24801,ClN=CC=N.ClOC(=O)c1c2=[C]C(=C([C]=c2c(c2c1ccc(c2)Cl)C(=O)OCl)Cl)Cl.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24801,Zn.BVLBBBSNDLTRRN.TXXHDPDFNKHHGW.UVHUTTKJUYGQNM.MOFkey-v1.pcu
24802,* MOFid-v1.NA.NAno_mof;24802,NA.MISSING_LINKERS.MOFkey-v1
24803,* MOFid-v1.NA.NAno_mof;24803,NA.MISSING_LINKERS.MOFkey-v1
24804,ClC(=C(C(=O)[O-])Cl)C(=C(C(=O)[O-])Cl)Cl.ClN=CC=NCl.ClOC(=O)c1c2C=CC=[C]c2c(c2c1[C]=CC=[C]2)[C](OCl)OCl.[Zn][Zn] MOFid-v1.pcu,sql.cat0;24804,Zn.HCUMKGTYLGYDCL.OPEJMVTXTHBTBS.WPRRDEWNBBCYPC.MOFkey-v1.pcu
24805,ClN=CC=NCl.Clc1ccc2c(c1)c(C(=O)[O-])c1=CC=[C]C(=c1c2C(=O)[O-])Cl.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24805,Zn.HCUMKGTYLGYDCL.HFNOIEPUDHOJCR.TXXHDPDFNKHHGW.MOFkey-v1.pcu
24806,Brc1ccc2c(c1)nc1c(n2)C=CC=[C]1.[Zn][Zn] MOFid-v1.pcu.cat0;24806,Zn.ZPYOVHDYJCSHPN.MOFkey-v1.pcu
24807,Brc1ccc2c(c1)nc1c(n2)[C]=C(C(=[C]1)Br)Br.[Zn][Zn] MOFid-v1.sql,ERROR.cat0;24807,Zn.UNBJQWVSDBZBCC.MOFkey-v1.sql
24808,BrC(=CC=C(C(=O)[O-])Br)C(=O)[O-].BrN=CC=N.[O-]C(=O)C=CC(=C(C(=O)[O-])Br)Br.[Zn][Zn] MOFid-v1.pcu.cat0;24808,Zn.ASILSHHRWSRTPE.PGRBXJZFUHCTKB.VVPOSYKJVMDJDG.MOFkey-v1.pcu
24809,BrC1=CC=c2c(=[C]1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(c(c1)Br)Br.BrN=C(C(=N)Br)Br.[O-]C(=O)C=CC=C(C(Br)([O])[O])Br.[Zn][Zn] MOFid-v1.pcu,sql.cat0;24809,Zn.GJOKTERPFKCCSG.KUUQJWQJHAPFAW.LKSUKESNNZEZLR.MOFkey-v1.pcu
2481,Nc1cc(ccc1C#Cc1ccc(c(c1N)N)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(N)c(c(c1)N)c1c(N)c(N)c(c(c1N)N)c1cc(N)c(c(c1N)N)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)N)c1c(N)cc(c(c1N)N)c1cc(N)c(cc1N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;2481,Zn.HMCZWHZBUXOFRR.JAWYKKNOUDZBKQ.SDGOMXLSYAZDRA.MOFkey-v1.pcu
24810,N=CC(=N)Br.[O-]C(=O)C=CC=[C]C(=O)[O-].[O-]C(=O)c1c2ccccc2c(c2=C(C=[C]C=c12)Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24810,Zn.FPYKLZCQFJNTBQ.GIQZSKJPJINBOI.ZKBJNEMXYPXODL.MOFkey-v1.pcu
24811,CN=CC=N.Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1C)C.[O-]C(=O)C=C(C(=C(C(=O)[O-])C)C)C.[Zn][Zn] MOFid-v1.pcu.cat0;24811,Zn.AOIAFNUHFDMYJG.GCARHNIDCWFXOR.PQWYLACGTNDOTR.MOFkey-v1.pcu
24812,CC(=NC)C=N.Cc1c(C)ccc2c1c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(cc1C)C.[O-]C(=O)C=CC=[C]C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24812,Zn.FPYKLZCQFJNTBQ.SKRBJNDFFBZBNB.UPVFNDWIVUEWSJ.MOFkey-v1.pcu
24813,Cc1cc(C)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1C)C.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn] MOFid-v1.sql.cat0;24813,Zn.NJDOFZAACWVVMB.TXXHDPDFNKHHGW.MOFkey-v1.sql
24814,* MOFid-v1.NA.NA;24814,
24815,CCC(=C(C(=O)[O-])CC)C=CC(=O)[O-].CCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(cc1)CC.N=CC=N.[Zn][Zn] MOFid-v1.pcu.cat0;24815,Zn.CINJFVZIRTZZRG.KYMVBVBRCRFHIE.SIZHAVPXTRCOFS.MOFkey-v1.pcu
24816,CCC(=N)C=N.CCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1CC)CC.[O][C]C=C(C=CC(=O)[O-])CC.[O].[Zn][Zn] MOFid-v1.pcu.cat0;24816,Zn.LPEHQJGMIUSOGA.NITWNVGBVYSDCA.XRGGMWBTPYSIPI.MOFkey-v1.pcu
24817,CCCC(=CC(=O)[O-])C(=CC(=O)[O-])CCC.CCCc1ccc2c(c1)nc1c(n2)cc(c(c1)CCC)CCC.[CH2]CC(=CC=CC(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24817,Zn.AXTQEBLMVONLIQ.IMZIWNQCTGNYCB.SCLKOAREBQIRSN.MOFkey-v1.pcu
24818,CCCc1cc2c(cc1C[CH2])c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.[CH2]CN=CC=N.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24818,Zn.AXTAPSGBPBEDRR.TXXHDPDFNKHHGW.YANFRBCHQWMWCL.MOFkey-v1.pcu
24819,CCCN=CC(=NCCC)CCC.[CH2]Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.[Zn][Zn] MOFid-v1.sql.cat0;24819,Zn.PCFGPTQCWRZHMD.XVDVOTOVBGKVMW.MOFkey-v1.sql
2482,Nc1cc(ccc1C#Cc1ccc(c(c1N)N)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(N)c(c(c1)N)c1c(N)c(N)c(c(c1N)N)c1cc(N)c(c(c1N)N)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)N)c1c(N)cc(c(c1N)N)c1cc(N)c(cc1N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;2482,Zn.HMCZWHZBUXOFRR.JAWYKKNOUDZBKQ.SDGOMXLSYAZDRA.MOFkey-v1.pcu
24820,CCCN=CC(=NCCC)CCC.CCCc1cc2c(cc1CC)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.[O-]C(=O)C=CC=[C]C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24820,Zn.FPYKLZCQFJNTBQ.XVDVOTOVBGKVMW.YCIFKNUHOXKTPT.MOFkey-v1.pcu
24821,NC(=CC=C(C(=O)[O-])N)C(=O)[O-].Nc1ccc2c(c1)nc1c(n2)ccc(c1N)N.[O-]C(=O)C(=CC(=C(C(=O)[O-])N)N)N.[Zn][Zn] MOFid-v1.pcu.cat0;24821,Zn.AIHZGLXEEXAHAZ.IFUCXQUIQWECEO.UDXUVGRRSMWOBO.MOFkey-v1.pcu
24822,NC(=CC(=O)[O-])C(=CC(=O)[O-])N.NN=CC(=N)N.[O][C]c1c2c(N)c(N)c(cc2c(c2c1cccc2N)C(=O)[O-])N.[O].[Zn][Zn] MOFid-v1.pcu.cat0;24822,Zn.QMKFINCYURUYKA.SLYCEESYJHAAAF.SWMZQANLVOSSAI.MOFkey-v1.pcu
24823,N[N]C(=[NH2])C(=N)N.[O-]C(=O)C=C(C(=C(C(=O)[O-])N)N)N.[O-]C(=O)C=CC(=CC(=O)[O-])N.[Zn][Zn] MOFid-v1.pcu.cat0;24823,Zn.FZBJPIIAZTZZKA.SNGIMNZIFILMMU.VGAFIZGNMHSNGK.MOFkey-v1.pcu
24824,N[N]C(=[NH2])C(=[NH2])[N]N.Nc1ccc2c(c1N)c(C(=O)[O-])c1c(c2C(=O)[O-])c(N)ccc1N.[O-]C(=O)C=C(C=C(C(=O)[O-])N)N.[Zn][Zn] MOFid-v1.pcu.cat0;24824,Zn.ACONGMNJTSMRII.BRSBXLWTWDLIAR.OEMAHFRVDNOQSB.MOFkey-v1.pcu
24825,ON=CC=N.Oc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(O)c(cc1O)O.[O-]C(=O)C=C(C(=C(C(=O)[O-])O)O)O.[Zn][Zn] MOFid-v1.pcu.cat0;24825,Zn.GVVSVNBWNDRRNE.XRKGZSBEPHYBFD.XVPNQHWBHRGHBN.MOFkey-v1.pcu
24826,ON=CC=N.[O-]C(=O)C=[C]C(=CC(=O)[O-])O.[O-]C(=O)c1c2C(=C[C]=C(c2c(c2=C[C]=CC=c12)C(=O)[O-])O)O.[Zn][Zn] MOFid-v1.pcu.cat0;24826,Zn.JVYRVHKRRFBRBG.UORIPHXNVKESGT.XVPNQHWBHRGHBN.MOFkey-v1.pcu
24827,Oc1c(O)cc2c(c1O)nc1c(n2)c(O)c(cc1O)O.[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)c1c2ccc(c(c2c(c2c1cccc2)C(=O)[O-])O)O.[Zn][Zn] MOFid-v1.pcu.cat0;24827,Zn.OGDMLCKPGGAGEA.QEQLMJGIUBHIEE.TXXHDPDFNKHHGW.MOFkey-v1.pcu
24828,N=C(C#N)C=N.[Zn][Zn] MOFid-v1.ERROR,sql.cat0;24828,Zn.APGLBBGPUZFSRN.MOFkey-v1.ERROR
24829,* MOFid-v1.NA.NAno_mof;24829,NA.MISSING_LINKERS.MOFkey-v1
2483,[O-]C(=O)c1ccc(cc1)c1ccc(c(c1N)N)c1c(N)cc(cc1N)C(=O)[O-].[O-]C(=O)c1ccc(cc1N)C#Cc1cc(N)c(c(c1)N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;2483,Zn.DZIJKIGECXIZKK.IPDXUQHAGDIDPA.MOFkey-v1.pcu
24830,N#CC(=C(C(=O)[O-])C#N)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.hms,sql.cat0;24830,Zn.JBAWQGFXVGHYRF.MOFkey-v1.hms
24831,* MOFid-v1.NA.NAno_mof;24831,NA.MISSING_LINKERS.MOFkey-v1
24832,COC(=CC(=O)[O-])C(=CC(=O)[O-])OC.CON=CC(=N)OC.COc1c(OC)ccc2c1c(C(=O)[O-])c1c(OC)cc(cc1c2C(=O)[O-])[O].[Zn][Zn] MOFid-v1.pcu.cat0;24832,Zn.ASQSCANLLVKCTJ.DRYPTZZEKSUZGD.JHDNPSHWRYDJFT.MOFkey-v1.pcu
24833,CCON=CC=N.[CH]C=C[C]=C(c1cc(OCC)c(cc1[CH]C(=O)[O-])OCC)C(=O)[O-].[CH]COc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.[Zn][Zn] MOFid-v1.pcu.cat0;24833,Zn.AXEOPVAPOFPNKD.NCRQJNUIHVSHJD.OGIWTVKLRDEGOO.MOFkey-v1.pcu
24834,CCOC(=CC(=O)[O-])C=CC(=O)[O-].CCON=CC=N.[O]C1C=Cc2c([CH]1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1)[O].[Zn][Zn] MOFid-v1.pcu.cat0;24834,Zn.AMUCMNIBLBWMRZ.ISXOIOFQRBUKSA.NCRQJNUIHVSHJD.MOFkey-v1.pcu
24835,CCON=C(C(=N)O[CH2])OCC.[CH2]OC1=Cc2c(C=[C]1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1)O[CH2].[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24835,Zn.ARMLNSHRLKJTBW.KCZPAMRJVJIERL.TXXHDPDFNKHHGW.MOFkey-v1.pcu
24836,CCOC(=CC(=O)[O-])C(=CC(=O)[O-])OCC.CCOC(=N)C(=N)OCC.CCOc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(cc1)[O].[Zn][Zn] MOFid-v1.pcu.cat0;24836,Zn.ASBYNUPWDRZDBR.LBPSJQXMQIQPTL.NTKZILPTXOPPMG.MOFkey-v1.pcu
24837,[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn].c1ncc2c(c1)cncc2 MOFid-v1.pcu.cat0;24837,Zn.FDFGHPKPHFUHBP.RXOHFPCZGPKIRD.SSNMISUJOQAFRR.MOFkey-v1.pcu
24838,Fc1c(F)c(F)c2c(c1F)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)c(cc1)F.Fc1nc(F)c(c2c1ccnc2F)F.[O-]C(=O)c1ccc2c(c1)c(F)cc(c2F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24838,Zn.GTJUNIJNBOJCJM.HAUSUKAASOGGPD.IQUPJRNNQQZDQU.MOFkey-v1.pcu
24839,Fc1cc(F)c2c(c1)nc1c(n2)c(F)c(c(c1)F)F.[O-]C(=O)c1cc(F)c2c(c1)c(F)c(c(c2F)C(=O)[O-])F.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24839,Zn.MSYWYQSXZKYJMZ.RXOHFPCZGPKIRD.TWGJRXMHCIJSHR.MOFkey-v1.pcu
2484,[O-]C(=O)c1ccc(cc1)c1ccc(c(c1N)N)c1c(N)cc(cc1N)C(=O)[O-].[O-]C(=O)c1ccc(cc1N)C#Cc1cc(N)c(c(c1)N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;2484,Zn.DZIJKIGECXIZKK.IPDXUQHAGDIDPA.MOFkey-v1.pcu
24840,Fc1cc(F)c2c(c1)nc1c(n2)c(F)c(c(c1)F)F.[O-]C(=O)c1cc(F)c2c(c1)c(F)c(c(c2F)C(=O)[O-])F.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24840,Zn.MSYWYQSXZKYJMZ.RXOHFPCZGPKIRD.TWGJRXMHCIJSHR.MOFkey-v1.pcu
24841,Fc1nccc2c1c(F)cnc2.[O-]C(=O)c1c2ccccc2c(c2c1cccc2F)C(=O)[O-].[O-]C(=O)c1cc(F)c2c(c1)ccc(c2F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24841,Zn.DYHHMNPHUZWAHX.MQZWQAUWOTXCCN.UEBAXKIZQZCZIH.MOFkey-v1.pcu
24842,Fc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.Fc1ncc2c(c1)cnc(c2F)F.[O-]C(=O)c1cc(F)c2c(c1)c(F)c(c(c2)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat0;24842,Zn.AEJWBTQQMVBQOG.OTOBYCGJTKXEDF.QCEGFWULARZHSG.MOFkey-v1.pcu
24843,FOC(=O)c1c2[C]=CC(=[C]c2c(c2c1cc(F)cc2)C(=O)OF)F.Fc1nc(F)c2c(c1)cncc2F.[O-]C(=O)c1cc2ccc(c(c2cc1F)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24843,Zn.MDCKLYFHMXAXIQ.PWFYDCMNDZBADB.QRLYTJDGGUIQOD.MOFkey-v1.pcu
24844,Clc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(Cl)c(c(c1)Cl)Cl.Clc1nc(Cl)c2c(c1)cnc(c2Cl)Cl.[O-]C(=O)c1cc(Cl)c2c(c1)cc(c(c2)C(=O)[O-])Cl.[Zn][Zn] MOFid-v1.pcu.cat0;24844,Zn.DIKHPGVVXBPAOT.QPFPTYXMHDKVRG.RGKXQHPDWYRPHC.MOFkey-v1.pcu
24845,Clc1nc(Cl)c2c(c1)c(Cl)nc(c2Cl)Cl.[O-]C(=O)C1=CC2=[C][C]=C(C=C2C(=[C]1)Cl)C(=O)[O-].[O-]C(=O)c1c2=[C]C=CC(=c2c(c2c1C=C[C]C2(Cl)Cl)C(=O)[O-])Cl.[Zn][Zn] MOFid-v1.pcu.cat0;24845,Zn.GLQUTUHDUAHZDB.JGHWDTQUXPSTCH.XYPLFAPAHJNUTI.MOFkey-v1.pcu
24846,Clc1cncc2c1cncc2.[O-]C(=O)C1=CC2=[C][C]=C(C(=C2C=[C]1)Cl)C(=O)[O-].[O-]C(=O)c1c2c(Cl)cccc2c(c2c1[C](Cl)[C]=C(C2(Cl)Cl)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24846,Zn.GILHHONPJLNJPZ.NUORDLKBLVSEQP.OQHKKRIRMJGQKV.MOFkey-v1.pcu
24847,ClC1=C[C]=c2c(=C1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.Clc1ncc2c(c1Cl)c(Cl)ncc2.[O-]C(=O)C1=[C]c2c(C=C1)cc(cc2Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24847,Zn.BQPPBWBCBZGUGJ.VOGWMNLGPJIEHL.YQWRDBLRPYBYBP.MOFkey-v1.pcu
24848,ClOC(=O)c1c2C=CC=[C]c2c(c2c1[C]=CC=C2)C(=O)OCl.ClO[C](c1c2[C]=C(Cl)C(=Cc2c(c2c1[C]=CC=C2)C(=O)[O-])Cl)OCl.Clc1nc(Cl)c(c2c1ccnc2)Cl.[Zn][Zn] MOFid-v1.pcu,sql.cat0;24848,Zn.CCKPNDNPUHVUJP.RAVPYIOGWMYIQV.XSILSCYXKQZEPA.MOFkey-v1.pcu
24849,BrOC(=O)c1c2[C]=C(Br)C=Cc2c(c2c1ccc(c2)Br)C(=O)[O-].BrO[C](c1c2[C]=[C]C(=Cc2c(c2=CC=[C][C]=c12)C(=O)[O-])Br)OBr.Brc1cc2cnc(cc2c(n1)Br)Br.[Zn][Zn] MOFid-v1.pcu,sql.cat0;24849,Zn.KWQKVMTZAFSJGM.TUQXWQFZVUZGNJ.YJUPOVQFCVXTSY.MOFkey-v1.pcu
2485,[O-]C(=O)c1ccc(cc1)c1ccc(c(c1N)N)c1c(N)cc(cc1N)C(=O)[O-].[O-]C(=O)c1ccc(cc1N)C#Cc1cc(N)c(c(c1)N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;2485,Zn.DZIJKIGECXIZKK.IPDXUQHAGDIDPA.MOFkey-v1.pcu
24850,Brc1ccc2c(c1)nc1=CC(=C([C]=c1n2)Br)Br.[Zn][Zn] MOFid-v1.pcu,sql.cat0;24850,Zn.MAOVXOKTFWSLAQ.MOFkey-v1.pcu
24851,BrC1=CC=c2c(=[C]1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(c(c1Br)Br)Br.Brc1nccc2c1ccnc2.[O-]C(=O)c1ccc2c(c1)C=CC(=[C]2)C(Br)([O])[O].[Zn][Zn] MOFid-v1.pcu,sql.cat0;24851,Zn.CQXDSGYSJBJXFP.FLJZODPOGAZBNC.IVPYFVHHIFKZDS.MOFkey-v1.pcu
24852,BrC1=C2[C]=C([C]=[C]C2=[C]C(=C1)C(Br)([O])[O])C(Br)([O])[O].Brc1cncc2c1cncc2.[O-]C(=O)c1c2[C]=CC=[C]c2c(c2=C([C]=CC=c12)Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu,ERROR.cat0;24852,Zn.OPGAOUVBDUOBIE.VMGULWYDOYMXMH.XOEIAOXTYNBDGV.MOFkey-v1.pcu
24853,Brc1nc(Br)c2c(c1Br)c(Br)ncc2Br.[O-]C(=O)C1=[C]C2=C[C]=C([C]=C2[C]=C1)C(Br)([O])[O].[O-]C(=O)c1c2[C]=C[C]=C(c2c(c2=[C][C]=CC=c12)C(=O)[O-])Br.[Zn][Zn] MOFid-v1.pcu,sql.cat0;24853,Zn.KHICQDHPCFPJFA.UMTOAAMUCJKBJW.VLVDFVTZRBPBAN.MOFkey-v1.pcu
24854,Cc1cc(C)c2c(c1C)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.Cc1nc(C)c2c(c1)cncc2C.[O-]C(=O)c1ccc2c(c1)ccc(c2C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24854,Zn.CIGOCFCBOVBZEQ.OIGXVKKPVXRZFH.RSZZOYYYZOWNCO.MOFkey-v1.pcu
24855,Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.Cc1nc(C)c(c2c1ccnc2)C.[O-]C(=O)c1ccc2c(c1)ccc(c2C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24855,Zn.GCAWUIXNYBRWMB.OFLDYTKRLOTSRJ.RSZZOYYYZOWNCO.MOFkey-v1.pcu
24856,Cc1nccc2c1ccnc2.[O-]C(=O)c1cc(C)c2c(c1)cc(c(c2)C(=O)[O-])C.[O][C]c1c2C(=[C]C=C(c2c(c2c1cc(C)c(c2C)C)[C])C)C.[O].[O].[O].[Zn][Zn] MOFid-v1.pcu.cat0;24856,Zn.BWWVJXOALCFZCR.KGNJSFLPKAXGKX.MGRSAWOWDSNMBL.MOFkey-v1.pcu
24857,Cc1ncc2c(c1)c(C)ncc2C.[O-]C(=O)c1cc(C)c2c(c1)c(C)cc(c2C)C(=O)[O-].[O-]C(=O)c1cc2c(C)cc(c(c2cc1C)C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24857,Zn.LMHAGOFWLGJUGI.NMWWKDHJGZEONU.WCRGERNKQCTLJH.MOFkey-v1.pcu
24858,Cc1ncc2c(c1)c(C)ncc2C.[O-]C(=O)c1cc(C)c2c(c1)c(C)cc(c2C)C(=O)[O-].[O-]C(=O)c1cc2c(C)cc(c(c2cc1C)C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24858,Zn.LMHAGOFWLGJUGI.NMWWKDHJGZEONU.WCRGERNKQCTLJH.MOFkey-v1.pcu
24859,* MOFid-v1.NA.NA;24859,
2486,* MOFid-v1.NA.NA;2486,
24860,* MOFid-v1.NA.NAno_mof;24860,NA.MISSING_LINKERS.MOFkey-v1
24861,CCCc1cc2c(cc1C(=O)[O-])cc(c(c2CCC)C(=O)[O-])CCC.CCCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(cc1)C[CH2].CCCc1nccc2c1c(CCC)cnc2C[CH2].[Zn][Zn] MOFid-v1.pcu.cat0;24861,Zn.AZYRFARENCAETM.MJCIIBMVYATENI.ROPUUGJDFBKLRW.MOFkey-v1.pcu
24862,Nc1ncc2c(c1N)c(N)ncc2N.[O-]C(=O)c1c2ccc(c(c2c(c2c1cccc2N)C(=O)[O-])N)N.[O][C]c1c2c(N)c(N)cc(c2c2c3c1c(N)c(N)cc3[NH2]OC2=O)N.[O].[Zn][Zn] MOFid-v1.pcu.cat0;24862,Zn.DFKVWNCCFZZGPN.ZEWLZQRFDRNZKN.ZMDVPEZWUDVBRA.MOFkey-v1.pcu
24863,Nc1nc(N)c(c2c1c(N)c(nc2N)N)N.[Zn][Zn] MOFid-v1.hms,UNKNOWN.cat0;24863,Zn.VGFMIJZSAYQDKB.MOFkey-v1.hms
24864,[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn].c1ccc(cc1)c1ccc2c(c1)nc1c(n2)ccc(c1)c1ccccc1 MOFid-v1.pcu.cat0;24864,Zn.FDFGHPKPHFUHBP.RXOHFPCZGPKIRD.WLENBDDJQNCPRV.MOFkey-v1.pcu
24865,OC1=N[CH]C2=C(O)C(=N[CH]C2=C1)O.OC1=[C]c2c(C=[C]1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1O)O.[O-]C(=O)c1cc2c([O])cc(c(c2c(c1O)O)O)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24865,Zn.AQWRDVMRTBUGRN.GHOFTZGYGHOLEB.OSGJFSHCGRHBQE.MOFkey-v1.pcu
